	1-MS515F	10-MS515F	12-MS515F	13-MS515F	14-MS515F	15-MS515F	16-MS515F	17-MS515F	18-MS515F	19-MS515F	2-MS515F	21-MS515F	22-MS515F	23-MS515F	24-MS515F	25-MS515F	27-MS515F	28-MS515F	29-MS515F	3-MS515F	30-MS515F	32-MS515F	33-MS515F	34-MS515F	35-MS515F	36-MS515F	37-MS515F	38-MS515F	39-MS515F	4-MS515F	5-MS515F	9-MS515F
Bacteria ; Firmicutes ; Clostridia ; Unclassified ; Unclassified ; Unclassified ; Unclassified	7.84757746571	0.0315079715168	0.0310805677384	0.196858067283	0.471449767865	0.00390838739936	0.00636922391007	0.74732675607	0.0468069518499	0.0694292912261	1.40350877193	0.0120076849183	0.0340217739353	0.0146412884334	0.0120771123624	0.0254825762885	0.0389540828748	0.0273914875685	0.00229378842096	0.385817286709	0.0257318738742	0.0521824027472	0.0503078842516	0.313578473451	0.215436991329	3.48846588159	0.766589198377	0.708957198032	0.752723945771	0	0	3.27008477998
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Catenibacterium ; Catenibacterium mitsuokai	0	0.182746234797	0.279725109645	0	0.650935720098	1.61025560854	0.96175281042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42852706438
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Coprobacillus ; Coprobacillus sp	0.658173405884	0.0105026571723	0	0.00194908977508	0	0	0	0.401725054646	1.37571736741	2.26537858801	0.271381578947	3.77041306436	2.40153698367	0.0325361965186	0.0392506151779	1.13397464484	3.10658810927	2.97092288243	0	2.68326321119	1.73789117397	2.63436968707	1.02225620799	2.62424890072	0.0930900579818	1.23003710276	0.489090846023	0.499973546373	0.349330449971	0.998312308704	0.274407379244	0.0248439489457
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Erysipelatoclostridium ; Clostridium innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107123727906	0.0906026127265	0	0	0.019793749134	0.00841651657212	0	0.00175183504721	0	0.00806581706727	0.00693745880884	0.0158721760753	0.00831739166597	0.040046912097	0	0
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Erysipelatoclostridium ; Clostridium spiroforme	0	0	0	0	0	0	0	0	0	0.00396738807006	0	0.0080051232789	0.0080051232789	0	0	0.0382238644327	0	0	0	0.00174577957787	0	0.0488157961183	0.0140862075905	0.33284865897	0.023937443481	0.0362961768027	0	0	0.0166347833319	0	0	0
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Erysipelatoclostridium ; Erysipelatoclostridium ramosum	0	0	0	0.0740654114529	0	0	0	0	0	0	0	0	0	0	0	0	0.559964941325	0.166455962916	0	0.00349155915574	0.0613606223155	0	0.00201231537006	0	0	0	0	0.00529072535845	0	0.00143024686061	0	0
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Faecalitalea ; Faecalitalea cylindroides	0	0	0	0	0	0	0	0	0	0	0	0.0100064040986	0.0120076849183	0	0	0.0106177401202	0	0	0	0	0	0	0	0	0.0505346029044	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Holdemania ; Holdemania filiformis	0	0	0	0.0077963591003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161316341345	0	0	0.00831739166597	0	0	0
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Solobacterium ; Solobacterium moorei	0	0	0	0.0077963591003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349155915574	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Turicibacter ; Turicibacter sp	0.0830862467824	0	0	0.00584726932523	0.0358971904466	0	0	0	0	0	0.0109649122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015958295654	0	0.0173436470221	0.0449711655468	0	0	0	0.0186329617093
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Erysipelotrichaceae ; Unclassified ; Unclassified	0	0	0.00345339641537	0.0136436284255	0.00239314602977	0.0097709684984	0.0095538358651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151497298298	0	0.0350367009442	0	0.0403290853363	0	0	0.00415869583299	0	0	0.00310549361821
Bacteria ; Firmicutes ; Erysipelotrichia ; Erysipelotrichales ; Unclassified ; Unclassified ; Unclassified	0	0	0	0	0.20820370459	0.693738763386	0.0843922168084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059004378746
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Acidaminococcaceae ; Acidaminococcus ; Acidaminococcus intestini	0.00325828418755	0.0567143487302	0.0846082121767	0	0.502560666252	0.0117251621981	0.216553612942	0	0	0	0	2.69772654499	1.38488632725	11.4478607451	35.9369574735	9.51986579176	0	0	0	0.0733227422706	0	0	0	0.00175183504721	0.031916591308	0	0	0	0.420028279132	1.03263823336	0.0330611300294	0.322971336294
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Acidaminococcaceae ; Phascolarctobacterium ; Phascolarctobacterium faecium	0	0	0.00345339641537	0	0	0	0	1.44739174101	0.9910863283	1.27353157049	0.00274122807018	2.23943323727	2.5876560999	17.8965348951	9.04122824233	1.9876409505	2.67322393728	2.33881163085	4.93164510506	0	0.728409968132	2.63436968707	3.26397553025	2.24760436557	0.893664556625	1.92773027908	0.246279787714	0.611078778901	0.00831739166597	0	0	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Acidaminococcaceae ; Phascolarctobacterium ; Phascolarctobacterium succinatutens	0.203642761722	0.333984498078	0.227924163415	0	0	0	0	0	0.00814033945216	0	0.00822368421053	0	0	0	0	0	0	0	0.00688136526287	0	0	0	0	0	0	0	0	0	0	0	0	21.0304027825
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Allisonella ; Allisonella histaminiformans	0	0	0.00345339641537	0	0.0335040444168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00621098723642
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Anaerovibrio ; Anaerovibrio sp	0	0	0	0	0.256066625185	0.0429922613929	0.052546097258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Dialister ; Dialister sp	0	0	0	1.92570069777	0	0	0.00159230597752	0.0118154427837	0.00407016972608	0.00396738807006	0.361842105263	0	0	0.0829673011225	0	0.00637064407212	0.0925159468277	0.0442477876106	0.00229378842096	1.01604371432	0.0158349993072	0.00168330331442	0.00201231537006	0	0.0664928985584	0.0241974512018	0.0138749176177	0.317443521507	3.84263494968	0.492004920049	0.0132244520118	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Megamonas ; Megamonas funiformis	0	0	0	0	0	0	0	0	0.00610525458912	0	0	0	0	0.00488042947779	0	0	10.5322101573	5.29919932575	51.0069731168	0	23.1072227391	0	0	0.00350367009442	0	0	0.308716916993	0.261890905243	0	0	0	0.00310549361821
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Megasphaera ; Megasphaera elsdenii	0	0	0	0	1.53161345905	9.37035878996	1.21652176682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Megasphaera ; Megasphaera sp	0	0	0	0	0.126836739578	0.00586258109904	0.00318461195503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Mitsuokella ; Mitsuokella jalaludinii	0	0	0	0	0.083760111042	0.211052919565	0.571637845928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Mitsuokella ; Mitsuokella multacida	0	0	0	0	0.0119657301489	0.0117251621981	0.0891691347409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Firmicutes ; Negativicutes ; Selenomonadales ; Veillonellaceae ; Veillonella ; Veillonella sp	0	0	0	0.113047206954	0.0239314602977	0	0	0.00590772139186	0.00407016972608	0.00198369403503	0	0.00200128081972	0	0.00325361965186	0.0135867514077	0	0	0.00421407501054	0	0.0209493549344	0	0.00168330331442	0	0	0.0132985797117	0	0.00693745880884	0.00264536267922	0.0207934791649	0.0500586401213	0	0
Bacteria ; Firmicutes ; Tissierellia ; Tissierellales ; Peptoniphilaceae ; Parvimonas ; Parvimonas micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013966236623	0	0	0	0	0	0	0	0	0	0	0	0.0155274680911
Bacteria ; Firmicutes ; Unclassified ; Unclassified ; Unclassified ; Unclassified ; Unclassified	0.571828874914	0.0273069086479	0.0259004731153	0.0721163216778	0.545637294788	0.0625341983897	0.00477691793255	0.34855556212	0.00610525458912	0.0119021642102	0.951206140351	0.0080051232789	0.00600384245917	0.00976085895559	0.0181156685437	0.0658299887452	0.0438233432342	0.0906026127265	0.0275254610515	0.141408145808	0.0534431226619	0.0100998198865	0.00603694611019	0	0.909622852279	0.0967898048072	2.48707898297	0.10316914449	0.170506529152	0	0	1.14592714512
Bacteria ; Fusobacteria ; Fusobacteriia ; Fusobacteriales ; Fusobacteriaceae ; Fusobacterium ; Fusobacterium sp	0	0	0	0.0175418079757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349155915574	0	0	0	0	0	0.00403290853363	0	0.00264536267922	0	0	0	0
Bacteria ; Lentisphaerae ; Lentisphaeria ; Victivallales ; Unclassified ; Unclassified ; Unclassified	0	0.0210053143445	0.0310805677384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00593812474021	0.0067332132577	0.00804926148026	0.0875917523606	0	0	0	0	0	0	0	0.254650476693
Bacteria ; Lentisphaerae ; Lentisphaeria ; Victivallales ; Victivallaceae ; Victivallis ; Victivallis vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00842815002107	0	0	0.00593812474021	0	0	0	0	0	0	0	0	0	0	0.0186329617093
Bacteria ; Proteobacteria ; Alphaproteobacteria ; Kopriimonadales ; Kopriimonadaceae ; Kopriimonas ; Kopriimonas sp	0.00651656837509	0	0	0	0	0	0	0.0354463283512	0.00610525458912	0.0198369403503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Alphaproteobacteria ; Rhizobiales ; Hyphomicrobiaceae ; Rhizomicrobium ; Rhizomicrobium electricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0981027626439	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Comamonadaceae ; Pelomonas ; Pelomonas sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122628453305	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Oxalobacteraceae ; Oxalobacter ; Oxalobacter sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105586783019
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Sutterellaceae ; Parasutterella ; Parasutterella excrementihominis	0.00162914209377	0.00420106286891	0.00690679283075	0.101352668304	0	0	0	0.00590772139186	0	0.0059510821051	0.00822368421053	0	0	0	0.00905783427183	0	0	0.0063211125158	0	0.104746774672	0.0138556243938	0.195263184473	0.0482955688816	1.96380708792	0	0	0	0.126977408603	0	0.0143024686061	0.00330611300294	0.695630570479
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Sutterellaceae ; Parasutterella ; Parasutterella secunda	0	0	0	0	0	0	0	0	0	0	0	0.00400256163945	0.0200128081972	0	0.0392506151779	0.246331570788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Sutterellaceae ; Sutterella ; Sutterella parvirubra	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488042947779	0.176627768301	0.19961351426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Sutterellaceae ; Sutterella ; Sutterella sp	0	0.0168042514756	0.0155402838692	0	0.0143588761786	0	0	0.0915696815738	0.0101754243152	0.0476086568408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785689885407
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Sutterellaceae ; Sutterella ; Sutterella stercoricanis	0	0	0	0	0.0813669650122	0	0.0143307537976	0	0	0	0	0	0	0	0	0	0.0243463017968	0.412979351032	0.401412973667	0	3.47776172285	0	0	0	0	0	0.00693745880884	0	0	0	0	0
Bacteria ; Proteobacteria ; Betaproteobacteria ; Burkholderiales ; Sutterellaceae ; Sutterella ; Sutterella wadsworthensis	0	0	0	0	0.00717943808931	0	0	0.342647840728	0.00610525458912	0.261847612624	0	0	0	0	0	0	0	0.0210703750527	0.0229378842096	0	0.140535618852	0	0	0	0	0	0	0	0.00415869583299	0	0	0
Bacteria ; Proteobacteria ; Betaproteobacteria ; Unclassified ; Unclassified ; Unclassified ; Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168330331442	0.00201231537006	0.416936741236	0	0.00806581706727	0	0	0	0.0128722217455	0	0
Bacteria ; Proteobacteria ; Deltaproteobacteria ; Desulfovibrionales ; Desulfovibrionaceae ; Bilophila ; Bilophila sp	0.0423576944381	0	0.00345339641537	0.0916072194285	0	0	0	0.106338985053	0.0630876307542	0.063478209121	0.00822368421053	0.00400256163945	0.0080051232789	0.0276557670408	0.00452891713591	0.00637064407212	0.0584311243122	0.054782975137	0.0229378842096	0.0192035753566	0.0039587498268	0.0723820425202	0.0905541916529	0.0262775257082	0.00531943188467	0.0161316341345	0.0173436470221	0.0185175387546	0.0499043499958	0.00286049372122	0.00330611300294	0.0217384553275
Bacteria ; Proteobacteria ; Deltaproteobacteria ; Desulfovibrionales ; Desulfovibrionaceae ; Desulfovibrio ; Desulfovibrio sp	0	0.0189047829101	0.0224470766999	0	0.10529842531	0	0	0	0	0	0	0.0520333013128	0.0720461095101	0.46364080039	0.137377153123	0.112548045274	0	0	0	0	0	0.0067332132577	0.00402463074013	0	0.0585137507314	0.00806581706727	0	0	0	0	0	0.475140523586
Bacteria ; Proteobacteria ; Deltaproteobacteria ; Desulfovibrionales ; Unclassified ; Unclassified ; Unclassified	0.00325828418755	0	0	0	0	0	0	0.0324924676552	0	0.0059510821051	0	0	0	0	0	0	0	0	0	0	0	0.00841651657212	0.0120738922204	0	0	0.0241974512018	0	0	0	0	0	0.00621098723642
Bacteria ; Proteobacteria ; Epsilonproteobacteria ; Campylobacterales ; Campylobacteraceae ; Campylobacter ; Campylobacter sp	0	0	0	0	0.52649212655	0.0117251621981	0.0206999777077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714263532188
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Aeromonadales ; Succinivibrionaceae ; Succinatimonas ; Succinatimonas hippei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0962703021645
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Citrobacter ; Citrobacter sp	0	0	0.00172669820769	0	0.00239314602977	0	0	0	0	0	0	0	0	0	0.00301927809061	0	0.136339290062	0.103244837758	0.0412881915772	0	0.0455256230083	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Enterobacter ; Enterobacter sp	0	0.0189047829101	0.0207203784922	0.00389817955015	0.0717943808931	0	0.00159230597752	0.00295386069593	0.00407016972608	0	0	0	0.00200128081972	0.0780868716447	0.0452891713591	0.00424709604808	11.9491649218	9.7597977244	27.1745114231	0.00698311831148	17.2522317452	0	0	0	0.00265971594234	0	0.0208123764265	0.0290989894715	0	0	0.00165305650147	0.0217384553275
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Escherichia ; Escherichia coli	0.104265094001	25.0908479845	27.0055599682	0.0448290648267	0.974010434117	2.446650512	5.23709436005	0.0147693034796	0.295087305141	0.220190037889	0.0191885964912	0.14609349984	0.202129362792	53.8978363429	8.97178484624	0.755983096558	4.8400447972	6.21997471555	3.49802734196	0.00174577957787	4.99000415669	3.60395239618	3.83346077997	7.76062925915	0.00265971594234	0	0	0.00529072535845	0.0332695666639	0.0100117280243	0.0132244520118	2.46265643924
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Escherichia ; Escherichia sp	0.00814571046887	0.373894595333	0.568083710329	0.00194908977508	0.0717943808931	0.170014851872	0.143307537976	0	0.0183157637673	0.0138858582452	0	0.0180115273775	0.0240153698367	0.46364080039	0.310985643333	0.0488416045529	0.175293372937	0.19595448799	0.0642260757868	0	0.0811543714495	0.148130691669	0.259588682738	0.0543068864636	0	0	0	0	0.00415869583299	0.00143024686061	0	0.105586783019
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Hafnia ; Hafnia alvei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488042947779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Raoultella ; Raoultella ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488042947779	0.00301927809061	0	0.0438233432342	0.0842815002107	0.160565189467	0	0.0653193721423	0	0	0.00175183504721	0	0	0	0.00264536267922	0	0	0	0
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Raoultella ; Raoultella sp	0	0.0483122229924	0.0431674551922	0	0	0.0293129054952	0.0175153657527	0	0	0	0	0	0	0.0520579144298	0	0	0.0146077810781	0.0126422250316	0.00688136526287	0	0.0118762494804	0.00841651657212	0	0.00175183504721	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Enterobacteriales ; Enterobacteriaceae ; Salmonella ; Salmonella enterica	0	0.102926040288	0.0759747211382	0	0	0.0117251621981	0.00159230597752	0	0.0101754243152	0.00198369403503	0	0.00200128081972	0.00200128081972	0.0178949080852	0.00301927809061	0.00637064407212	0.0389540828748	0.0779603876949	0.0321130378934	0	0.0415668731814	0.0218829430875	0.0181108383306	0.00175183504721	0	0	0	0	0.00415869583299	0	0	0.00931648085463
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Pasteurellales ; Pasteurellaceae ; Haemophilus ; Haemophilus sp	0	0	0	0.00389817955015	0.0239314602977	0	0	0	0	0	0	0	0	0	0	0	0	0.00842815002107	0	0.0349155915574	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Proteobacteria ; Gammaproteobacteria ; Unclassified ; Unclassified ; Unclassified ; Unclassified	0	0	0	0	0.00717943808931	0	0	0	0	0	0	0	0	0	0.0015096390453	0	0.258070799046	0.166455962916	0.761537755757	0	0.257318738742	0	0	0	0	0	0.00346872940442	0	0	0	0	0
Bacteria ; Spirochaetes ; Spirochaetia ; Spirochaetales ; Spirochaetaceae ; Spirochaeta ; Spirochaeta sp	0	0	0	0	0.00957258411908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105110102833	0	0	0	0	0	0	0	0
Bacteria ; Spirochaetes ; Spirochaetia ; Unclassified ; Unclassified ; Unclassified ; Unclassified	2.18305040566	0	0	0	0	0	0	0.112246706445	0.00407016972608	0.00991847017516	0.0794956140351	0	0	0	0	0	0	0.0063211125158	0.00917515368382	0	0	0	0	0	0	0	0.0763120468972	0	0.012476087499	0	0	0
Bacteria ; Synergistetes ; Synergistia ; Synergistales ; Synergistaceae ; Pyramidobacter ; Pyramidobacter piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349155915574	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria ; Unclassified ; Unclassified ; Unclassified ; Unclassified ; Unclassified ; Unclassified	0.812941904793	0.0147037200412	0.0224470766999	0.39956340389	0.42119370124	0.00781677479872	0.0206999777077	1.53009984049	0.0325613578086	0.142825970522	1.09923245614	0.138088376561	0.178113992955	0.0374166259964	0.108694011262	0.358879616063	0.082777426109	0.147492625369	0.00458757684191	0.356139033886	0.0969893707567	0.136347568468	0.136837445164	0.210220205665	0.686206713123	3.536860784	1.18977418572	0.259245542564	0.440821758297	0.0500586401213	0	0.683208596006
Bacteria ; Verrucomicrobia ; Verrucomicrobiae ; Verrucomicrobiales ; Akkermansiaceae ; Akkermansia ; Akkermansia muciniphila	2.36714346225	0	0	0.00389817955015	0	0	0	0.345601701424	0.054947291302	0.0376901866656	0.501644736842	0	0	0	0	0	0	0	0	0.00349155915574	0	0	0	0	0.023937443481	0	0	0	0.0998086999917	0	0	0.0683208596006
No Hit ; No Hit ; No Hit ; No Hit ; No Hit ; No Hit ; No Hit	0.00488742628132	0.00840212573781	0.0207203784922	0	0	0	0.00477691793255	0	0	0	0.0109649122807	0	0	0	0.00754819522652	0.0254825762885	0	0	0	0.00523733873361	0	0.0168330331442	0.0221354690707	0.217227545854	0	0.0241974512018	0.0104061882133	0.00529072535845	0	0	0	0.621098723642
