#NAME,A.0h,A.CN.24h,A.BC.24h,A.FC.24h,B.0h,B.CN.24h,B.BC.24h,B.FC.24h,C.0h,C.CN.24h,C.BC.24h,C.FC.24h,D.0h,D.CN.24h,D.BC.24h,D.FC.24h,E.0h,E.CN.24h,E.BC.24h,E.FC.24h
#CLASS,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10929620029435659,0.0,0.2693154246354172,0.0,0.0,0.0,0.0,0.07994259096803358,0.332427971709351,0.13247519254418139,1.4762076860832951
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.07141991580964796,1.802702129195792,1.8497417925586503,0.13808913960292185,0.13213901503602477,1.173615873272257,0.8914712937633907,0.2513855700876302,0.0,0.0,0.0,0.0,0.0,0.9007220921107841,0.3103926271291011,0.07228441597571923,0.0,0.26795690754521134,0.2333050045020906,0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella_stercoricanis,0.0,0.0,0.0,0.0,0.0,0.0,0.020167589870502635,0.0,0.0,1.4571747557017578,0.3216061025366613,0.03323747817878498,0.0,0.0,0.0,0.0,0.0,0.7096165474350667,0.4131473917306769,0.0025988362263589227
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;Prevotella_9 sp,0.0,0.0,0.0,0.0,0.13801186014873715,0.0,0.0,0.28011534952621775,0.0,0.0,0.0,0.24924872268152523,0.0,0.0,0.0,0.0,0.04465395904034166,0.8006029554704434,3.2252840487248697,5.428014873692092
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0.18298940591229212,0.08654328621086897,0.0,0.28143720221283364,0.15047181532029447,0.5225619338987479,0.14567904106461835,0.255591506266698,0.0,0.057157591232512364,0.0602730888778792,0.3207658497004798,1.0040209584476247,0.24068470773675657,0.3279489668636269,0.34787069001099313,0.0,0.0,0.0,0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum,0.27151169212264836,0.03657222627946065,0.031099246803977878,0.0075512519810552944,0.6005505827187172,0.024343336422673983,0.03240122941123901,0.14689375806860266,7.096476139310623,1.0627830288563875,0.8951143753986578,0.2505659400463644,1.6578662484349946,0.113446516136952,0.11163998776797847,0.053833281513459286,7.282999194809433,0.5818284319088645,0.5954894987322146,0.6596954475712183
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group,0.31439386412499415,0.05005113088265151,0.034845306798849014,0.37529860394326703,2.7811840417588427,0.288063873938771,0.1890407377386723,1.677343791052731,3.2074058258129785,0.12580135851218205,0.1467710317830862,2.2811585659977656,0.614052732737358,0.13243412884221892,0.19964717726798495,0.20580953328997026,0.7020316078116934,0.08494999833443306,0.12840478507578484,0.3578839788353522
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus,4.512610244500084,0.5655711932988635,0.7079570761333094,0.1673546220301379,2.9333539947847127,0.15414548384788884,0.26808777214866325,0.07660077442812113,13.358979259037634,2.426768429754594,5.415569324833197,0.6473638057591554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.0,0.8867358248683962,0.34449795436259856,5.182497607087138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8998795741245053,1.2524029123392175,2.2677897340186637
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0,2.7086131485892957,2.320794050290975,0.015691947682146528,0.0,0.3902417312604781,0.22354114012797507,0.0,0.05859694020638795,0.27799626894491036,0.8226786163658509,0.21169069597609275,0.0,3.7134463147672276,1.3567677721931994,0.07572653102217707,0.019137411017283747,1.0456854928593702,0.7062205541684906,0.0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium sp,1.410994711108505,2.864600082237343,2.0721359036055915,0.7348727402923322,0.0,0.0,0.0,0.0,0.6419099476476581,1.838926785985986,0.7885011591418246,1.450094924900514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;Slackia_isoflavoniconvertens,1.0223618108319594,2.961143445169891,5.806609480208835,1.8966857163415483,0.6332982527293111,0.7467492328631,1.589377506309922,0.5617390124729572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32504892612871755,2.0910442090022108,4.214245046187259,1.1104177486175084
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0.0,0.0,0.0,0.0,0.13793249737694188,0.18515974035782443,0.10734245131076835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4358502256911377,0.4279303019201503,0.5564781651089509,4.055846831787239
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9623026206242953,1.3567677721931994,1.9275844260192565,0.0,0.31043788069261946,0.1828606792043392,0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter sp,0.2574563926692808,0.05795394102201414,0.04231215825575063,1.435925093348166,0.3129786250103714,0.12524516258207166,0.014003017610265721,0.22094881106630795,0.8180718465134176,0.03747274508872816,0.00786273384552264,0.29882881344458057,1.8478176704032026,0.10143890719829009,0.20796580965414713,1.792630862424293,0.15754252616245973,0.06795999866754472,0.06010436748227591,0.9834290846988308
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_massiliensis,0.0,0.12463876441319932,0.07180674660553567,0.021968726755007044,0.055792028570763444,0.28328659010019097,0.09965086969560472,0.4345379140086203,0.0,0.0,0.0,0.0,0.0,0.6373340435152067,0.27839338721888296,0.8570866465692677,0.0,0.0,0.0,0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;UCG-002 sp,0.9558505438242045,1.2163277068323393,0.8088649851749339,0.1137573901381235,2.9720396346573197,0.7012108284845133,1.937441042418913,0.260342501324362,1.0302146360012718,7.28181246511405,4.085869642825842,0.05712033580226612,0.3642036810055125,0.5485242606808446,2.185924547513832,0.033590993306358785,0.0,0.1958930304729737,0.25932463258764826,0.004838421562603524
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0.09944330527546139,0.4255292815823491,0.6637097588749871,0.046487395008366156,0.18485697624310185,0.9912410975218385,4.276638269990597,0.38034412302856213,0.048220398711507566,0.459823203601689,1.1961920993799324,0.07333418112115325,0.0,0.08669856599603855,0.03791909929360125,0.015295898737712518,0.0,0.053244181247735924,0.08639575947968044,0.0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_bifidum,0.18298940591229212,0.025962985863251485,0.036796105828129984,0.942591264554128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253069398862019,0.26513073053747194,0.17950908551901157,1.916770488104079
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus_catus,0.3545336562547943,0.5816180887659461,0.4505181393575652,0.7897785799240385,0.2960874947825383,0.5082129891712159,0.5454599693067992,1.473210853648107,0.7266375718563981,0.4232619556626631,0.3727460025034026,0.3707629069347852,0.35460194759718167,0.8939585471591985,0.3695388585704221,1.0145352471854827,0.7366859382874963,0.9941260683875869,0.9700099816175727,0.4606177327598528
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;Catenibacterium sp,0.0,0.0,0.0,0.0,0.19883775595896802,0.2378997455234806,0.21604142810514917,1.2776148701932555,0.0,0.0,0.0015754268913922651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.445597602696843,0.0,0.0,0.0,0.5979672916864771,0.12524516258207166,0.0,0.0,0.0,0.0,0.0,0.0,0.4527577752902166,0.08453242266524032,0.11923373086838071,0.0,0.13266739045259987,0.0,0.0,0.0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009287193865640609,2.8267585784309888,4.055826860444228,0.7048350138341201,0.6228844537908392,1.9919132242791495,2.09815604427195,0.3619139328827357
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;UCG-002 sp,2.3936090701597905,0.33480797505140364,0.7447964714977208,0.12250795861028789,1.4123328842379868,1.0236066116957827,8.538257617171736,0.12015807753431272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0.45055318815713485,0.04453832211270545,0.0,0.28670044339707795,1.4880294609584095,0.13701820786478336,0.0,0.18569884709849743,1.7366357412321027,0.10381897025688056,0.09905138528062181,0.8592283240076031,0.3883735616540578,0.05044280203405453,0.06067055886976516,0.3797090983618135,3.7164156289727424,0.3801898561822201,0.3858303008114665,0.6430702113205764
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6037775493815029,0.38984690529021726,1.9706230909998126
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae_UCG-003,0.0297609143681495,0.014251111471097248,0.002992210803606579,0.10298745971085012,0.0030590423993687795,0.0,0.0,0.0,0.12208769080365453,0.035396154976278675,0.014178842022528467,0.005335415981531525,0.6701747954326758,0.008468724395215583,0.006667094381288732,0.7082057144497343,0.8855153469287359,0.03914856882950695,0.03284424476803644,0.8062618085199978
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;UCG-002 sp,0.03584439539340298,0.06780921013698415,0.052055667362739526,0.048128126596897386,0.0736869330906674,0.12895831328450047,1.6220436634204853,0.03504610594750471,0.35853284689030185,0.31866003691214406,1.4758043085542227,0.0,0.0,0.09066516705467473,0.2542810187924129,0.0,0.47134317605531195,4.095531032446603,8.179714258400583,0.6144795384506461
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes,0.6854195772072749,0.1473983271496375,0.014406940906247086,0.24924458699373506,0.022093083995438197,0.019332375007371103,0.006754542004249534,0.19814427247723362,0.5497295542702261,0.0,0.0,0.8420296415297672,1.1738663616182996,0.20115834242467978,0.1899298800596845,0.2877535329847259,0.029330529407452732,0.021854273528005615,0.010542597086029983,0.05512557900249968
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia_faecis,0.5293384451026479,0.060257729917191104,0.04208136466526473,0.20285408730925258,0.2302902737197495,0.042351082430932774,0.07659650632818875,0.2506934435829701,0.7631097279727482,0.13043921904069714,0.2007093859633694,0.3295670283864737,0.776747123308124,0.11769987141280527,0.10203684900825132,0.46870341829036777,2.622382034053257,0.2506436829645704,0.23638898711688217,0.032901266625700525
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-010;Lachnospiraceae_UCG-010 sp,0.0,0.06322248111492525,0.0,0.0,0.015267250000498755,0.44336787554054163,0.03734138029405373,0.0,0.06488156024071776,0.08565198877424626,0.22539837023831524,0.05029791909463014,0.0,0.0,0.0,0.0,0.022111231742092983,1.5744066357982676,0.2677376369665222,0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides_merdae,0.05924282016410016,0.033772165204946275,0.04467277223196836,0.0,0.030447031381211794,0.43888644706690433,0.608383709117131,0.02925724023296383,0.10126283729417394,0.7686596836326752,0.9475454270369144,0.03034517839495388,0.0,0.23842105648911513,0.08768791711646598,0.033141113931723365,0.19370648214065983,2.137027820079808,1.288931330615783,0.13880221857718544
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;; sp,1.3850533155117704,0.17920390876940603,0.24188303069763603,0.09816627575371065,1.5578988645820913,0.18779145240351522,0.4924986870509627,0.1425733534195323,0.0,0.0,0.0,0.0,0.48714553271548977,0.03911948832307706,0.09624136876549785,0.053833281513459286,0.0,0.0,0.0,0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0,0.0,0.0,0.0,0.0,0.17344076944909848,0.16159600491178988,0.0,0.0,0.0,0.01814732241982637,0.0,0.0,2.650139007473986,2.454341701113646,0.8295497261975632,0.0,0.29736681203187704,0.34995750675313586,0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_gauvreauii_group;[Ruminococcus]_gauvreauii_group sp,0.7377115866869908,0.1606904728337767,0.10204696991093333,0.7369994323813468,0.06106900000201821,0.0,0.0,0.133814068673965,1.3794383894657387,0.0,0.005241822563681759,1.8994861211031984,0.5772661634950222,0.01690648453304121,0.0,0.13720635552664684,0.2542791650341575,0.014158333055735977,0.010928066814952467,0.04811885429718291
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0.474286246999063,0.9033339891029134,1.910875942511339,0.93257961966032,0.16250192238270675,0.20170193035933195,0.719307292929695,0.7949544554301299,0.21148438825759658,0.2266774991616698,0.3238421927255261,1.2158609549791208,0.1925010572827373,0.09388677197540157,0.13088826152107336,0.09938451971715462,0.1918598312647322,0.978887023954777,1.771296789222597,1.7327443717851716
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0,0.0,0.0,0.0,0.0,0.13297125657764008,0.0861845359529508,0.0,0.0,0.34286206503205363,0.45065850675922675,0.18779013352717275,0.0,0.0,0.0,0.0,0.03827482203457719,1.7743975706957396,1.1318445488682631,0.15270630079440115
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;UCG-005 sp,0.780611277456427,0.3305698994178477,0.4164453389019405,0.035002273888644186,1.743924083146027,0.24985673198873112,0.6796062571275598,0.15520418348183268,0.44930065622962395,0.2712916530468168,1.72458274913908,0.0,0.04552546012567696,0.0,0.0,0.0,0.9915993232107265,0.5694564839330625,0.9318105442132762,0.1209605390650848
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.030152505346678193,0.0,0.01102393453959518,0.0,0.02535785146844829,0.030510127257338742,0.018089593262389663,0.0,1.9022654455262584,0.23413963758234066,0.10447567806074488,0.43244950587149705,0.9650660292231168,0.1372824796698427,0.181151972333824,0.016513790809949386,0.7345046819592504,0.2978695454419061,0.71998041820467,0.8824732445153333
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia_sp_Marseille-P3087,0.34468549913660523,0.08383684162391565,0.14357171474032024,0.41111761694676047,0.9287530819247235,0.22421161286965652,0.22978951898456623,0.916114312352596,0.34227715739953596,0.34340120931122153,0.42748492594796506,0.6208807409781002,0.3039445265118676,0.011209511563116609,0.06067055886976516,0.04449715996427263,0.6872070319846029,0.19150303866956067,0.1358557397223449,0.3738780298375439
